ds_dir,code,description
all/NOAA-GFDL/GFDL-CM4/amip/r1i1p1f1/CFday/ta/gr2,drop_bnds,last nc file does not have bnds defined as the others
all/NOAA-GFDL/GFDL-CM4/amip/r1i1p1f1/CFday/hus/gr2,drop_bnds,last nc file does not have bnds defined as the others
all/NOAA-GFDL/GFDL-CM4/amip/r1i1p1f1/CFday/hur/gr2,drop_bnds,last nc file does not have bnds defined as the others
all/NOAA-GFDL/GFDL-CM4/amip/r1i1p1f1/CFday/ua/gr2,drop_bnds,last nc file does not have bnds defined as the others
all/NOAA-GFDL/GFDL-CM4/amip/r1i1p1f1/CFday/va/gr2,drop_bnds,last nc file does not have bnds defined as the others
all/NOAA-GFDL/GFDL-CM4/amip/r1i1p1f1/CFday/wap/gr2,drop_bnds,last nc file does not have bnds defined as the others
OMIP/NOAA-GFDL/GFDL-CM4/omip1/r1i1p1f1/Ofx/deptho/gn,noUse,lat and lon have multiple fill values
OMIP/NOAA-GFDL/GFDL-CM4/omip1/r1i1p1f1/Oday/tos/gn,noUse,- kills the kernel about halfway throught the zarr save
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/AERmonZ/ua/gr1z,noUse,time grid is all messed up
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/hurs/gr1,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/hurs/gr2,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/huss/gr1,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/huss/gr2,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/sfcWind/gr1,drop_height,one (last) ncfile contains an extra height dimension to indicate it is at 10m
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/sfcWind/gr2,drop_height,one (last) ncfile contains an extra height dimension to indicate it is at 10m
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/sfcWindmax/gr1,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/sfcWindmax/gr2,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tas/gr1,drop_height,one (last) ncfile contains an extra height dimension to indicate it is at 10m
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tas/gr2,drop_height,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tasmax/gr1,drop_height,one (last) ncfile contains an extra height dimension to indicate it is at 10m
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tasmax/gr2,drop_height,one (last) ncfile contains an extra height dimension to indicate it is at 10m
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tasmin/gr1,drop_height,one (last) ncfile contains an extra height dimension to indicate it is at 10m
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tasmin/gr2,drop_height,one (last) ncfile contains an extra height dimension to indicate it is at 10m
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/uas/gr1,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/uas/gr2,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/vas/gr1,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/vas/gr2,noUse,ValueError: variables {'height'} are present in some datasets but not others. 
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/dpo2/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/dpco2/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/fgo2/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/fsfe/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/intpp/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/spco2/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/intpbp/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/intpbpe/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/intpbfe/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/intpcalcite/gr,noUse,geolon trouble - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Oyr/all/gr,local,Netcdf4 trouble
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/dpco2/gr,noUse,MergeError: conflicting values for variable 'geolon' 
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/dpo2/gr,noUse,conflicting values of geolat
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/fgco2/gr,noUse,geolat trouble  - try again with new compat='override'
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/fgo2/gr,noUse,MergeError: conflicting values for variable 'geolon' 
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/fsfe/gr,noUse,conflicting values of geolat
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/icfriver/gr,noUse,conflicting values of geolat
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/intpp/gr,noUse,MergeError: conflicting values for variable 'geolon' on objects to be combined
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/intpcalcite/gr,noUse,MergeError: conflicting values for variable 'geolon' on objects to be combined
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/intpbfe/gr,noUse,MergeError: conflicting values for variable 'geolon' on objects to be combined
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/intpbp/gr,noUse,MergeError: conflicting values for variable 'geolon' on objects to be combined
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/intpbpe/gr,noUse,MergeError: conflicting values for variable 'geolon' on objects to be combined
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/Omon/spco2/gr,noUse,MergeError: conflicting values for variable 'geolon' on objects to be combined
CMIP/NOAA-GFDL/GFDL-CM4/piControl/r1i1p1f1/day/mrro/gr2,noUse,no dataset_id - has been withdrawn?
ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/SImon/sisnconc/gr,noUse,incorrectly concatenated - no 2097-2098 for instance
FAFMIP/NOAA-GFDL/GFDL-ESM2M/faf-heat-NA50pct/r1i1p1f1/Omon/hfcorr/gn,noUse,first netcdf file missing year 103
FAFMIP/NOAA-GFDL/GFDL-ESM2M/faf-heat-NA50pct/r1i1p1f1/Omon/mfo/gn,noUse,first netcdf file missing year 103
FAFMIP/NOAA-GFDL/GFDL-ESM2M/faf-heat-NA50pct/r1i1p1f1/Omon/tos/gn,noUse,first netcdf file missing year 103
FAFMIP/NOAA-GFDL/GFDL-ESM2M/faf-heat-NA50pct/r1i1p1f1/Omon/sos/gn,noUse,first netcdf file missing year 103
FAFMIP/NOAA-GFDL/GFDL-ESM2M/faf-heat-NA50pct/r1i1p1f1/Omon/hfds/gn,noUse,first netcdf file missing year 103
FAFMIP/NOAA-GFDL/GFDL-ESM2M/faf-heat-NA50pct/r1i1p1f1/Omon/wfo/gn,noUse,first netcdf file missing year 103
FAFMIP/NOAA-GFDL/GFDL-ESM2M/faf-heat-NA50pct/r1i1p1f1/Omon/so/gn,noUse,first netcdf file missing year 103
FAFMIP/NOAA-GFDL/GFDL-ESM2M/faf-heat-NA50pct/r1i1p1f1/Omon/thetao/gn,noUse,first netcdf file missing year 103
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piCH4/r1i1p1f1/Amon/o3/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/o3/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/tasmax/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/tasmin/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/co2/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/n2o/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/zg/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/ch4/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/ta/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/hus/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/hur/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/ua/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/va/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Amon/wap/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/utendogw/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/vtendogw/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/utendnogw/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/vtendnogw/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/tasLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/tslsiLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/gppLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/rss/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/rlusLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/mrsoLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/laiLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/rls/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/mrroLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/rsusLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/mrsosLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/raLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/hflsLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/nppLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/hfssLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/fracLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/rhLut/gr1,noUse,year 1938 is missing in first netcdf file
AerChemMIP/NOAA-GFDL/GFDL-ESM4/histSST-piAer/r1i1p1f1/Emon/hussLut/gr1,noUse,year 1938 is missing in first netcdf file
CMIP/NOAA-GFDL/GFDL-ESM4/abrupt-4xCO2/r1i1p1f1/Eday/all/gr1,AllowDisjointTimeIntervals,first/last 40 years
C4MIP/NOAA-GFDL/GFDL-ESM4/1pctCO2-bgc/r1i1p1f1/Amon/hus/gr1,noUse,8 missing years
C4MIP/NOAA-GFDL/GFDL-ESM4/1pctCO2-bgc/r1i1p1f1/Amon/ta/gr1,noUse,8 missing years
C4MIP/NOAA-GFDL/GFDL-ESM4/1pctCO2-bgc/r1i1p1f1/Amon/tasmax/gr1,noUse,missing years 81-82 and 108-109
C4MIP/NOAA-GFDL/GFDL-ESM4/1pctCO2-bgc/r1i1p1f1/Amon/tasmin/gr1,noUse,8 missing years
C4MIP/NOAA-GFDL/GFDL-ESM4/1pctCO2-bgc/r1i1p1f1/Amon/ua/gr1,noUse,8 missing years
C4MIP/NOAA-GFDL/GFDL-ESM4/1pctCO2-bgc/r1i1p1f1/Amon/va/gr1,noUse,8 missing years
C4MIP/NOAA-GFDL/GFDL-ESM4/1pctCO2-bgc/r1i1p1f1/Amon/wa/gr1,noUse,8 missing years
C4MIP/NOAA-GFDL/GFDL-ESM4/1pctCO2-bgc/r1i1p1f1/Amon/zg/gr1,noUse,8 missing years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-hist/r1i1p1f1/Amon/hus/gr1,noUse,missing random years between 1908-1920
CMIP/NOAA-GFDL/GFDL-ESM4/esm-hist/r1i1p1f1/Amon/ta/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-hist/r1i1p1f1/Amon/tasmax/gr1,noUse,missing random years between 1908-1920
CMIP/NOAA-GFDL/GFDL-ESM4/esm-hist/r1i1p1f1/Amon/tasmin/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-hist/r1i1p1f1/Amon/ua/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-hist/r1i1p1f1/Amon/va/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-hist/r1i1p1f1/Amon/zg/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-piControl/r1i1p1f1/Amon/hus/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-piControl/r1i1p1f1/Amon/ta/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-piControl/r1i1p1f1/Amon/tasmax/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-piControl/r1i1p1f1/Amon/tasmin/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-piControl/r1i1p1f1/Amon/ua/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-piControl/r1i1p1f1/Amon/va/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/esm-piControl/r1i1p1f1/Amon/zg/gr1,noUse,missing random years
CMIP/NOAA-GFDL/GFDL-ESM4/historical/r1i1p1f1/Oyr/parag/gr,local,NetCDF: Access failure
CMIP/NOAA-GFDL/GFDL-ESM4/historical/r1i1p1f1/Oyr/nh4/gr,local,NetCDF: Access failure
CMIP/NOAA-GFDL/GFDL-ESM4/historical/r1i1p1f1/SImon/sisnconc/gn,local,NetCDF: Access failure
all/NASA-GISS/GISS-E2-1-G/hist-nat/r4i1p1f1/Amon/hus/gn,noUse,crazy time: ValueError: invalid second provided in cftime.DatetimeNoLeap
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r1i1p1f2/Amon/prc/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r2i1p1f2/Amon/prc/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r3i1p1f2/Amon/prc/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r4i1p1f2/Amon/prc/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r5i1p1f2/Amon/prc/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r1i1p1f2/Amon/pr/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r2i1p1f2/Amon/pr/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r3i1p1f2/Amon/pr/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r4i1p1f2/Amon/pr/gn,noUse,unknown
DAMIP/NASA-GISS/GISS-E2-1-G/hist-aer/r5i1p1f2/Amon/pr/gn,noUse,unknown
ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r1i1p3f1/AERmon/od550aer/gn,noUse,unknown
CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p3f1/AERmon/all/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p3f1/Amon/all/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p3f1/LImon/snw/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p3f1/Lmon/mrro/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p3f1/Lmon/mrso/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p3f1/Lmon/mrsos/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p3f1/Omon/all/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p3f1/SImon/all/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-1-G/1pctCO2/r1i1p5f1/Omon/all/gn,noUse,missing data
CMIP/NASA-GISS/GISS-E2-2-G/1pctCO2/r1i1p1f1/day/pr/gn,noUse,missing chunk of data in middle
CMIP/NASA-GISS/GISS-E2-2-G/abrupt-4xCO2/r1i1p1f1/day/pr/gn,noUse,missing chunk of data in middle
CMIP/NASA-GISS/GISS-E2-2-G/piControl/r1i1p1f1/day/pr/gn,noUse,missing chunk of data in middle
HighResMIP/MOHC/HadGEM3-GC31-HM/control-1950/r1i1p1f1/Amon/rsdt/gn,noUse,to_zarr ValueError: Codec does not support buffers of > 2147483647 bytesn
HighResMIP/MOHC/HadGEM3-GC31-HM/hist-1950/r1i1p1f1/Amon/rsdt/gn,noUse,to_zarr ValueError: Codec does not support buffers of > 2147483647 bytes
CMIP/MOHC/HadGEM3-GC31-LL/abrupt-4xCO2/r1i1p1f3/CFmon/clisccp/gn,local,NetCDF: Access failure
HighResMIP/MOHC/HadGEM3-GC31-MM/control-1950/r1i1p1f1/Amon/rsdt/gn,noUse,to_zarr ValueError: Codec does not support buffers of > 2147483647 bytesn
CMIP/MOHC/HadGEM3-GC31-MM/piControl/r1i1p1f1/Amon/rsdt/gn,noUse,to_zarr ValueError: Codec does not support buffers of > 2147483647 bytesn
CMIP/MOHC/HadGEM3-GC31-MM/historical/r1i1p1f3/Omon/vmo/gn,noUse,coordinate trouble?
CMIP/MOHC/HadGEM3-GC31-LL/historical/r1i1p1f3/CFday/clisccp/gn,noUse,saving zarr kills process
CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Omon/tos/gn,noUse,missing 1890-1899
CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Omon/sos/gn,noUse,missing 1890-1899
CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/Omon/all/gn,noUse,depth coord name change deptht to olevel
CMIP/IPSL/IPSL-CM6A-LR/abrupt-4xCO2/r1i1p1f1/Oyr/all/gn,noUse,depth coord name change deptht to olevel
CMIP/IPSL/IPSL-CM6A-LR/historical/r12i1p1f1/3hr/uas/gr,noUse,unknown HDF error for open_dataset and ncview
CMIP/IPSL/IPSL-CM6A-LR/historical/r2i1p1f1/AERmon/zg/gr,noUse,ValueError: julian day must be a positive integer error when using use_cftime=True
CMIP/IPSL/IPSL-CM6A-LR/historical/r2i1p1f1/Amon/o3/gr,noUse,process by hand and change Amon to Aclim
CMIP/IPSL/IPSL-CM6A-LR/historical/r2i1p1f1/Omon/nh4/gn,noUse,Memory Error - Unable to allocate array with shape
CMIP/IPSL/IPSL-CM6A-LR/historical/r2i1p1f1/Omon/phymisc/gn,noUse,Memory Error - Unable to allocate array with shape
CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Amon/all/gr,drop_tb,drop('time_bounds') before to_zarr
CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Omon/all/gn,noUse,depth coord name change deptht to olevel 
CMIP/IPSL/IPSL-CM6A-LR/piControl/r1i1p1f1/Oyr/all/gn,noUse,depth coord name change deptht to olevel + TypeError: object of type 'datetime.timedelta' has no len()
all/NIMS-KMA/KACE-1-0-G/amip/r1i1p1f1/Amon/rsut/gr,local,no opendap urls
CMIP/MIROC/MIROC6/historical/r10i1p1f1/day/hur/gn,noUse,most of files must come from esgf-data2.diasjp.net - too slow
CMIP/MIROC/MIROC6/historical/r2i1p1f1/day/ua/gn,noUse,many missing time chunk
CMIP/MIROC/MIROC6/historical/r2i1p1f1/day/wap/gn,noUse,most data missing
CMIP/MIROC/MIROC-ES2L/piControl/r1i1p1f2/Omon/zooc/gn,noUse,missing chunks
CMIP/MRI/MRI-ESM2-0/piControl/r1i1p1f1/Amon/all/all,360_day,trying again
CMIP/MRI/MRI-ESM2-0/piControl/r1i1p1f1/Amon/all/all,drop_tb,drop('time_bnds') before to_zarr
CMIP/MRI/MRI-ESM2-0/piControl/r1i1p1f1/Omon/all/gr,noUse,unknown
CMIP/MRI/MRI-ESM2-0/piControl/r1i1p1f1/Omon/all/gn,noUse,unknown
CMIP/MRI/MRI-ESM2-0/piControl/r1i2p1f1/Omon/all/gr,noUse,unknown
ScenarioMIP/MRI/MRI-ESM2-0/ssp119/r1i1p1f1/Amon/ua/gn,noUse,unknown HDF error?
ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r1i1p1f1/CFmon/albisccp/gn,noUse,big gap in time grid
ScenarioMIP/MRI/MRI-ESM2-0/ssp245/r1i1p1f1/CFmon/cllcalipso/gn,noUse,big gap in time grid
ScenarioMIP/MRI/MRI-ESM2-0/ssp585/r1i1p1f1/CFmon/albisccp/gn,noUse,multiple time gaps
CMIP/MPI-M/MPI-ESM1-2-LR/piControl/r1i1p1f1/Omon/all/gn,noUse,Python int too large to convert to C long
CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Omon/all/gn,noUse,Python int too large to convert to C long
CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/piControl/r1i1p1f1/Omon/all/gn,noUse,Python int too large to convert to C long
CMIP/HAMMOZ-Consortium/MPI-ESM-1-2-HAM/abrupt-4xCO2/r1i1p1f1/Omon/masscello/gn,noUse,trouble with time grid
CMIP/NUIST/NESM3/piControl/r1i1p1f1/Amon/pr/gn,noUse,missing 2 files
CMIP/NUIST/NESM3/piControl/r1i1p1f1/Amon/rlus/gn,noUse,missing 070001-079912
HighResMIP/MIROC/NICAM16-9S/highresSST-present/r1i1p1f1/3hr/all/gr,noUse,no time
CMIP/NCC/NorESM2-LM/abrupt-4xCO2/r1i1p1f1/day/pr/gn,noUse,there are 3 damaged files in the middle - from 01231020 - 01501019
CMIP/NCC/NorESM2-LM/historical/r3i1p1f1/SImon/siconc/gn,noUse,conflicting values for variable 'vertices_longitude'
CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/SImon/siconc/gn,noUse,conflicting values for variable 'vertices_longitude'
CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/SImon/sithick/gn,noUse,conflicting values for variable 'vertices_longitude'
CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/SImon/sivol/gn,noUse,conflicting values for variable 'vertices_longitude'
CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/SImon/sisnthick/gn,noUse,conflicting values for variable 'vertices_longitude'
CMIP/NCC/NorESM2-MM/historical/r1i1p1f1/SImon/sisnconc/gn,noUse,conflicting values for variable 'vertices_longitude'
CMIP/NCC/NorESM2-LM/historical/r1i1p1f1/SImon/sisnconc/gn,noUse,conflicting values for variable 'vertices_longitude'
ScenarioMIP/NCC/NorESM2-LM/ssp126/r1i1p1f1/day/pr/gn,remove_files,extra files making duplicate time values
ScenarioMIP/NCC/NorESM2-LM/ssp126/r1i1p1f1/day/tasmax/gn,remove_files,extra files making duplicate time values
ScenarioMIP/NCC/NorESM2-LM/ssp126/r1i1p1f1/day/tasmin/gn,remove_files,extra files making duplicate time values
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/day/all/gn,try-again,they skip year 0290 in the middle of the run!
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/LImon/snw/gn,try-again,they skip year 0290 in the middle of the run!
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/Lmon/mrro/gn,try-again,they skip year 0290 in the middle of the run!
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/Lmon/mrros/gn,try-again,they skip year 0290 in the middle of the run!
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/Lmon/mrso/gn,try-again,NO REPLACEMENT AVAILABLE - tried 9Feb2020 they skip year 0290 in the middle of the run!
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/Lmon/mrsos/gn,try-again,they skip year 0290 in the middle of the run!
