variable_id,long_name,units,table_id
tnhusc,Tendency of Specific Humidity Due to Convection,s-1,CFmon
tnhusc,Tendency of Specific Humidity due to Convection,s-1,CFsubhr
tnhusd,Tendency of Specific Humidity due to Numerical Diffusion,s-1,CFsubhr
tnhusd,Tendency of Specific Humidity Due to Numerical Diffusion,s-1,CFmon
tnhusmp,Tendency of Specific Humidity due to Model Physics,s-1,CFsubhr
tnhusmp,Tendency of Specific Humidity Due to Model Physics,s-1,CFmon
tnhuspbl,Tendency of Specific Humidity Due to Boundary Layer Mixing,s-1,Emon
tnhuspbl,Tendency of Specific Humidity Due to Boundary Layer Mixing,s-1,Esubhr
tnhusscp,Tendency of Specific Humidity Due to Stratiform Clouds and Precipitation,s-1,Emon
tnhusscp,Tendency of Specific Humidity Due to Stratiform Clouds and Precipitation,s-1,Esubhr
tnhusscpbl,Tendency of Specific Humidity Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,s-1,CFsubhr
tnhusscpbl,Tendency of Specific Humidity Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,s-1,CFmon
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,W m-2,Oyr
tnkebto,Tendency of Ocean Eddy Kinetic Energy Content due to Bolus Transport,W m-2,Oclim
tnpeo,Tendency of Ocean Potential Energy Content,W m-2,Oyr
tnpeo,Tendency of Ocean Potential Energy Content,W m-2,Oclim
tnt,Tendency of Air Temperature,K s-1,CFmon
tnt,Tendency of Air Temperature,K s-1,CFsubhr
tnt,Tendency of Air Temperature,K s-1,Esubhr
tnta,Tendency of Air Temperature Due to Advection,K s-1,CFmon
tnta,Tendency of Air Temperature due to Advection,K s-1,CFsubhr
tntc,Tendency of Air Temperature Due to Convection,K s-1,CFmon
tntc,Tendency of Air Temperature due to Convection,K s-1,CFsubhr
tntc,Tendency of Air Temperature Due to Convection,K s-1,EmonZ
tntd,Tendency of Air Temperature due to Numerical Diffusion,K s-1,Esubhr
tntd,Tendency of Air Temperature due to Numerical Diffusion,K s-1,Emon
tntmp,Tendency of Air Temperature due to Model Physics,K s-1,CFsubhr
tntmp,Tendency of Air Temperature Due to Model Physics,K s-1,Emon
tntmp,Tendency of Air Temperature Due to Model Physics,K s-1,CFmon
tntmp,Tendency of Air Temperature Due to Model Physics,K s-1,EmonZ
tntnogw,Temperature Tendency Due to Non-Orographic Gravity Wave Dissipation,K s-1,EmonZ
tntogw,Temperature Tendency Due to Orographic Gravity Wave Dissipation,K s-1,EmonZ
tntpbl,Tendency of Air Temperature Due to Boundary Layer Mixing,K s-1,Esubhr
tntpbl,Tendency of Air Temperature Due to Boundary Layer Mixing,K s-1,Emon
tntr,Tendency of Air Temperature Due to Radiative Heating,K s-1,CFmon
tntr,Tendency of Air Temperature due to Radiative Heating,K s-1,CFsubhr
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,K s-1,AERmon
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,K s-1,Emon
tntrl,Longwave heating rate,K s-1,Esubhr
tntrl,Tendency of Air Temperature Due to Longwave Radiative Heating,K s-1,EmonZ
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,K s-1,EmonZ
tntrlcs,Tendency of Air Temperature due to Clear Sky Longwave Radiative Heating,K s-1,Esubhr
tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,K s-1,Emon
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,K s-1,EmonZ
tntrs,Shortwave heating rate,K s-1,Esubhr
tntrs,Shortwave heating rate,K s-1,AERmon
tntrs,Tendency of Air Temperature Due to Shortwave Radiative Heating,K s-1,Emon
tntrscs,Tendency of Air Temperature due to Clear Sky Shortwave Radiative Heating,K s-1,Esubhr
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,K s-1,Emon
tntrscs,Tendency of Air Temperature Due to Clear Sky Shortwave Radiative Heating,K s-1,EmonZ
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,K s-1,Emon
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,K s-1,Esubhr
tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,K s-1,EmonZ
tntscpbl,Tendency of Air Temperature Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,K s-1,CFsubhr
tntscpbl,Tendency of Air Temperature Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,K s-1,CFmon
tob,Sea Water Potential Temperature at Sea Floor,degC,Omon
tomint,integral wrt depth of product of sea water density and prognostic temperature,1e-3 kg m-2,Emon
topg,Bedrock Altitude,m,IfxGre
topg,Bedrock Altitude,m,IyrGre
tos,Sea Surface Temperature,degC,Omon
tos,Sea Surface Temperature,degC,Oday
tos,Sea Surface Temperature,degC,Odec
tos,Sea Surface Temperature,K,Amon
tos,Sea Surface Temperature,degC,3hr
tosga,Global Average Sea Surface Temperature,degC,Omon
tosga,Global Average Sea Surface Temperature,degC,Odec
tossq,Square of Sea Surface Temperature,degC2,Oday
tossq,Square of Sea Surface Temperature,degC2,Omon
toz,Total Column Ozone,m,AERmon
toz,Total Column Ozone,m,AERday
tpf,Permafrost Layer Thickness,m,LImon
tr,Surface Radiative Temperature,K,Eday
tran,Transpiration,kg m-2 s-1,Eday
tran,Transpiration,kg m-2 s-1,Lmon
tran,Transpiration,kg m-2 s-1,day
treeFrac,Tree Cover Percentage,%,Eyr
treeFrac,Tree Cover Percentage,%,Lmon
treeFracBdlDcd,Broadleaf Deciduous Tree Area Percentage,%,Emon
treeFracBdlEvg,Broadleaf Evergreen Tree Area Percentage,%,Emon
treeFracNdlDcd,Needleleaf Deciduous Tree Area Percentage,%,Emon
treeFracNdlEvg,Needleleaf Evergreen Tree Area Percentage,%,Emon
treeFracPrimDec,Total Primary Deciduous Tree Fraction,%,Lmon
treeFracPrimEver,Total Primary Evergreen Tree Cover Fraction,%,Lmon
tropoz,Tropospheric Ozone Column,m,AERmon
ts,Surface Temperature,K,day
ts,Surface Temperature,K,6hrPlevPt
ts,Surface Temperature,K,Amon
ts,Surface Temperature,K,Eday
ts,Surface Temperature,K,ImonGre
ts,Surface Temperature,K,CF3hr
ts,Surface Temperature,K,ImonAnt
ts,Surface Temperature,K,CFsubhr
tsIs,Ice Sheet Surface Temperature,K,LImon
tsl,Temperature of Soil,K,Lmon
tsl,Temperature of Soil,K,6hrPlevPt
tsl,Temperature of Soil,K,Eday
tsland,Land Surface Temperature,K,Eday
tslsi,Surface Temperature Where Land or Sea Ice,K,day
tslsi,Surface Temperature Where Land or Sea Ice,K,3hr
tslsiLut,Surface Temperature on Landuse Tile,K,Emon
tsn,Snow Internal Temperature,K,LImon
tsn,Snow Internal Temperature,K,Eday
tsn,Snow Internal Temperature,K,ImonGre
tsn,Snow Internal Temperature,K,ImonAnt
tsnIs,Ice Sheet Snow Internal Temperature,K,LImon
tsnl,Temperature profile in the snow,K,Eday
tsns,Snow Surface Temperature,K,Eday
ttop,air temperature at cloud top,K,AERmon
twap,Product of Air Temperature and Omega,K Pa s-1,Emon
tws,Terrestrial Water Storage,kg m-2,day
u2,Mean-Squared Eastward Wind Speed,m2 s-2,Emon
ua,Eastward Wind,m s-1,6hrPlevPt
ua,Eastward Wind,m s-1,6hrLev
ua,Eastward Wind,m s-1,day
ua,Eastward Wind,m s-1,Esubhr
ua,Eastward Wind,m s-1,AERmon
ua,Eastward Wind,m s-1,AERmonZ
ua,Eastward Wind,m s-1,E3hrPt
ua,Eastward Wind,m s-1,Emon
ua,Eastward Wind,m s-1,Eday
ua,Eastward Wind,m s-1,Amon
ua,Eastward Wind,m s-1,EdayZ
ua,Eastward Wind,m s-1,6hrPlev
ua,Eastward Wind,m s-1,CFsubhr
ua,Eastward Wind,m s-1,CFday
ua10,Eastward Wind at 10hPa,m s-1,AERday
ua100m,Eastward Wind at 100m,m s-1,6hrPlev
ua27,Eastward Wind,m s-1,Emon
ua7h,Eastward Wind,m s-1,E3hrPt
uas,Eastward Near-Surface Wind,m s-1,day
uas,Eastward Near-Surface Wind,m s-1,Amon
uas,Eastward Near-Surface Wind,m s-1,3hr
uas,Eastward Near-Surface Wind,m s-1,6hrPlevPt
uas,Eastward Near-Surface Wind,m s-1,6hrPlev
uas,Eastward Near-Surface Wind,m s-1,E3hr
uas,Eastward Near-Surface Wind,m s-1,CFsubhr
umo,Ocean Mass X Transport,kg s-1,Omon
uo,Sea Water X Velocity,m s-1,Omon
uo,Sea Water X Velocity,m s-1,Odec
uqint,integrated_eastward_wind_times_humidity,m2 s-1,Emon
ut,air_temperature_times_eastward_wind,K m s-1,Emon
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,m s-2,EmonZ
utendepfd,Tendency of Eastward Wind Due to Eliassen-Palm Flux Divergence,m s-2,EdayZ
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,m s-2,EdayZ
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,m s-2,EmonZ
utendnogw,Eastward Acceleration Due to Non-Orographic Gravity Wave Drag,m s-2,Emon
utendogw,Eastward Acceleration Due to Orographic Gravity Wave Drag,m s-2,Emon
utendogw,Eastward Acceleration Due to Orographic Gravity Wave Drag,m s-2,EdayZ
utendvtem,Tendency of Eastward Wind Due to TEM Northward Advection and Coriolis Term,m s-1 d-1,EdayZ
utendwtem,Tendency of Eastward Wind Due to TEM Upward Advection,m s-1 d-1,EdayZ
uv,eastward_wind_times_northward_wind,m2 s-2,Emon
uwap,eastward_wind_times_omega,Pa m s-2,Emon
v2,Mean-Squared Northward Wind Speed,m2 s-2,Emon
va,Northward Wind,m s-1,day
va,Northward Wind,m s-1,6hrLev
va,Northward Wind,m s-1,CFsubhr
va,Northward Wind,m s-1,CFday
va,Northward Wind,m s-1,AERmon
va,Northward Wind,m s-1,EdayZ
va,Northward Wind,m s-1,Esubhr
va,Northward Wind,m s-1,Amon
va,Northward Wind,m s-1,E3hrPt
va,Northward Wind,m s-1,Eday
va,Northward Wind,m s-1,6hrPlevPt
va,Northward Wind,m s-1,AERmonZ
va,Northward Wind,m s-1,6hrPlev
va,Northward Wind,m s-1,Emon
va100m,Northward Wind at 100m,m s-1,6hrPlev
va27,Northward Wind,m s-1,Emon
va7h,Northward Wind,m s-1,E3hrPt
vas,Northward Near-Surface Wind,m s-1,day
vas,Northward Near-Surface Wind,m s-1,Amon
vas,Northward Near-Surface Wind,m s-1,CFsubhr
vas,Northward Near-Surface Wind,m s-1,3hr
vas,Northward Near-Surface Wind,m s-1,6hrPlevPt
vas,Northward Near-Surface Wind,m s-1,E3hr
vas,Northward Near-Surface Wind,m s-1,6hrPlev
vegFrac,Total Vegetated Percentage Cover,%,Eyr
vegFrac,Total Vegetated Percentage Cover,%,Emon
vegHeight,Height of the Vegetation Canopy,m,Emon
vegHeight,Height of the Vegetation Canopy,m,Efx
vegHeightCrop,Height of Crops,m,Emon
vegHeightGrass,Height of Grass,m,Emon
vegHeightPasture,Height of Pastures,m,Emon
vegHeightShrub,Height of Shrubs,m,Emon
vegHeightTree,Height of Trees,m,Emon
vmo,Ocean Mass Y Transport,kg s-1,Omon
vmrox,"Mole Fraction of Odd Oxygen (O, O3 and O1D)",mol mol-1,EmonZ
vo,Sea Water Y Velocity,m s-1,Omon
vo,Sea Water Y Velocity,m s-1,Odec
volcello,Ocean Grid-Cell Volume,m3,Oyr
volcello,Ocean Grid-Cell Volume,m3,Ofx
volcello,Ocean Grid-Cell Volume,m3,Omon
volo,,m3,Odec
volo,Sea Water Volume,m3,Omon
vortmean,atmosphere_relative_vorticity,s-1,6hrPlevPt
vqint,integrated_northward_wind_times_humidity,m2 s-1,Emon
vsf,Virtual Salt Flux into Sea Water,kg m-2 s-1,Omon
vsfcorr,Virtual Salt Flux Correction,kg m-2 s-1,Omon
vsfevap,Virtual Salt Flux into Sea Water Due to Evaporation,kg m-2 s-1,Omon
vsfpr,Virtual Salt Flux into Sea Water Due to Rainfall,kg m-2 s-1,Omon
vsfriver,Virtual Salt Flux into Sea Water from Rivers,kg m-2 s-1,Omon
vsfsit,Virtual Salt Flux into Sea Water Due to Sea Ice Thermodynamics,kg m-2 s-1,Omon
vt,air_temperature_times_northward_wind,K m s-1,Emon
vt100,Northward Heat Flux Due to Eddies,W m-2,AERmonZ
vtem,Transformed Eulerian Mean Northward Wind,m s-1,EdayZ
vtem,Transformed Eulerian Mean Northward Wind,m s-1,EmonZ
vtendnogw,v-tendency nonorographic gravity wave drag,m s-2,Emon
vtendnogw,v-tendency nonorographic gravity wave drag,m s-2,EmonZ
vtendogw,Northward Acceleration Due to Orographic Gravity Wave Drag,m s-2,Emon
vwap,northward_wind_times_omega,Pa m s-2,Emon
wa,Upward Air Velocity,m s-1,AERmon
wap,omega (=dp/dt),Pa s-1,Esubhr
wap,Omega (=dp/dt),Pa s-1,E3hrPt
wap,Omega (=dp/dt),Pa s-1,Emon
wap,Omega (=dp/dt),Pa s-1,day
wap,omega (=dp/dt),Pa s-1,CFday
wap,Omega (=dp/dt),Pa s-1,6hrPlev
wap,Omega (=dp/dt),Pa s-1,Eday
wap,Omega (=dp/dt),Pa s-1,Amon
wap,omega (=dp/dt),Pa s-1,CFsubhr
wap2,square_of_omega,Pa2 s-2,Emon
wap500,omega (=dp/dt),Pa s-1,CFday
wap7h,omega (=dp/dt),Pa s-1,E3hrPt
wbptemp,wet_bulb_potential_temperature,K,6hrPlevPt
wbptemp7h,wet_bulb_potential_temperature,K,6hrPlevPt
wetbc,Wet Deposition Rate of Black Carbon Aerosol Mass,kg m-2 s-1,AERmon
wetdust,Wet Deposition Rate of Dust,kg m-2 s-1,AERmon
wetlandCH4,Grid Averaged Methane Emissions from Wetlands,kg m-2 s-1,Emon
wetlandCH4cons,Grid Averaged Methane Consumption (Methanotrophy) from Wetlands,kg m-2 s-1,Emon
wetlandCH4prod,Grid Averaged Methane Production (Methanogenesis) from Wetlands,kg m-2 s-1,Emon
wetlandFrac,Wetland Percentage Cover,%,Emon
wetnh3,Wet Deposition Rate of NH3,kg m-2 s-1,AERmon
wetnh4,Wet Deposition Rate of NH4,kg m-2 s-1,AERmon
wetnoy,Wet Deposition Rate of NOy Including Aerosol Nitrate,kg m-2 s-1,AERmon
wetoa,Wet Deposition Rate of Dry Aerosol Total Organic Matter,kg m-2 s-1,AERmon
wetso2,Wet Deposition Rate of SO2,kg m-2 s-1,AERmon
wetso4,Wet Deposition Rate of SO4,kg m-2 s-1,AERmon
wetss,Wet Deposition Rate of Sea-Salt Aerosol,kg m-2 s-1,AERmon
wfcorr,Water Flux Correction,kg m-2 s-1,Omon
wfo,Water Flux into Sea Water,kg m-2 s-1,Odec
wfo,Water Flux into Sea Water,kg m-2 s-1,Omon
wfonocorr,Water Flux into Sea Water Without Flux Correction,kg m-2 s-1,Omon
wilt,Wilting Point,%,Efx
wmo,Upward Ocean Mass Transport,kg s-1,Omon
wo,Sea Water Vertical Velocity,m s-1,Odec
wo,Sea Water Vertical Velocity,m s-1,Omon
wsgmax10m,Maximum Wind Speed of Gust at 10m,m s-1,6hrPlev
wtd,Water Table Depth,m,Eday
wtd,Water table depth from surface.,m,Emon
wtem,Transformed Eulerian Mean Upward Wind,m s-1,EdayZ
wtem,Transformed Eulerian Mean Upward Wind,m s-1,EmonZ
xgwdparam,x_gravity_wave_drag_param,Pa,EmonZ
xgwdparam,x_gravity_wave_drag_param,Pa,Emon
xvelbase,X-Component of Land Ice Basal Velocity,m s-1,IyrGre
xvelmean,X-Component of Land Ice Vertical Mean Velocity,m s-1,IyrGre
xvelsurf,X-Component of Land Ice Surface Velocity,m s-1,IyrGre
ygwdparam,y_gravity_wave_drag_param,Pa,EmonZ
ygwdparam,y_gravity_wave_drag_param,Pa,Emon
yvelbase,Y-Component of Land Ice Basal Velocity,m s-1,IyrGre
yvelmean,Y-Component of Land Ice Vertical Mean Velocity,m s-1,IyrGre
yvelsurf,Y-Component of Land Ice Surface Velocity,m s-1,IyrGre
zfull,Altitude of Model Full-Levels,m,CF3hr
zfull,Altitude of Model Full-Levels,m,fx
zfullo,Depth Below Geoid of Ocean Layer,m,Omon
zg,Geopotential Height,m,Emon
zg,Geopotential Height,m,Amon
zg,Geopotential Height,m,CFday
zg,Geopotential Height,m,CFsubhr
zg,Geopotential Height,m,Eday
zg,Geopotential Height,m,EdayZ
zg,Geopotential Height,m,AERmon
zg,Geopotential Height,m,6hrPlevPt
zg,Geopotential Height,m,day
zg,Geopotential Height,m,AERmonZ
zg10,Geopotential Height at 10hPa,m,AERday
zg100,Geopotential Height at 100hPa,m,AERday
zg1000,Geopotential Height at 1000hPa,m,6hrPlev
zg1000,Geopotential Height at 1000hPa,m,AERday
zg500,Geopotential Height at 500hPa,m,AERday
zg500,Geopotential Height at 500 hPa,m,6hrPlevPt
zg7h,Geopotential Height,m,6hrPlevPt
zhalf,Altitude of Model Half-Levels,m,CF3hr
zhalfo,Depth Below Geoid of Interfaces Between Ocean Layers,m,Omon
zmeso,Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,mol m-3,Omon
zmeso,Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,mol m-3,Oyr
zmesoos,Surface Mole Concentration of Mesozooplankton Expressed as Carbon in Sea Water,mol m-3,Omon
zmicro,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,mol m-3,Oyr
zmicro,Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,mol m-3,Omon
zmicroos,Surface Mole Concentration of Microzooplankton Expressed as Carbon in Sea Water,mol m-3,Omon
zmla,Height of Boundary Layer,m,Eday
zmtnt,Zonal Mean Diabatic Heating Rates,K s-1,EmonZ
zo2min,Depth of Oxygen Minimum Concentration,m,Omon
zooc,Zooplankton Carbon Concentration,mol m-3,Omon
zooc,Zooplankton Carbon Concentration,mol m-3,Oyr
zoocos,Surface Zooplankton Carbon Concentration,mol m-3,Omon
zos,Sea Surface Hieight Above Geoid,m,Oday
zos,Sea Surface Height Above Geoid,m,Omon
zossq,Square of Sea Surface Height Above Geoid,m2,Omon
zostoga,Global Average Thermosteric Sea Level Change,m,Omon
zsatarag,Aragonite Saturation Depth,m,Omon
zsatcalc,Calcite Saturation Depth,m,Omon
ztp,Tropopause Altitude Above Geoid,m,AERmon
zvelbase,Upward Component of Land-Ice Basal Velocity,m s-1,IyrGre
zvelsurf,Upward Component of Land-Ice Surface Velocity,m s-1,IyrGre
